Date,Open,High,Low,Close,Adj Close,Volume
2022-06-09,333.6499938964844,333.6499938964844,324.260009765625,325.1000061035156,325.1000061035156,143600
2022-06-10,320.0,323.0299987792969,313.69000244140625,314.1000061035156,314.1000061035156,165100
2022-06-13,307.70001220703125,309.6499938964844,288.989990234375,294.7099914550781,294.7099914550781,295000
2022-06-14,299.1099853515625,303.8800048828125,290.8699951171875,294.6300048828125,294.6300048828125,226300
2022-06-15,298.92999267578125,305.94000244140625,295.05999755859375,301.7099914550781,301.7099914550781,188600
2022-06-16,296.2200012207031,296.9599914550781,287.0,289.94000244140625,289.94000244140625,145200
2022-06-17,296.8999938964844,298.0,290.4700012207031,296.69000244140625,296.69000244140625,232800
2022-06-21,293.1000061035156,305.7300109863281,293.07000732421875,302.2699890136719,302.2699890136719,149900
2022-06-22,288.6400146484375,314.5199890136719,288.6400146484375,312.29998779296875,312.29998779296875,220400
2022-06-23,315.20001220703125,331.20001220703125,315.20001220703125,329.9800109863281,329.9800109863281,209700
2022-06-24,333.0899963378906,344.1099853515625,331.6499938964844,341.2900085449219,341.2900085449219,238200
2022-06-27,341.2900085449219,341.2900085449219,332.2900085449219,333.989990234375,333.989990234375,112900
2022-06-28,322.17999267578125,328.79998779296875,317.20001220703125,319.1700134277344,319.1700134277344,176500
2022-06-29,319.7300109863281,322.8599853515625,312.3399963378906,314.6700134277344,314.6700134277344,126400
2022-06-30,309.8900146484375,309.8900146484375,298.3599853515625,302.9700012207031,302.9700012207031,180600
2022-07-01,304.9700012207031,316.9200134277344,304.9700012207031,314.5899963378906,314.5899963378906,111900
2022-07-05,312.0199890136719,317.82000732421875,302.2099914550781,316.92999267578125,316.92999267578125,188000
2022-07-06,316.6300048828125,318.8999938964844,304.55999755859375,306.2300109863281,306.2300109863281,229200
2022-07-07,301.04998779296875,307.2099914550781,299.260009765625,306.8999938964844,306.8999938964844,160900
2022-07-08,306.25,325.3999938964844,302.94000244140625,317.4100036621094,317.4100036621094,129800
2022-07-11,314.29998779296875,317.4599914550781,305.2099914550781,307.4100036621094,307.4100036621094,206300
2022-07-12,306.7900085449219,326.739990234375,306.7900085449219,314.2900085449219,314.2900085449219,165100
2022-07-13,305.8500061035156,322.5799865722656,305.8500061035156,317.45001220703125,317.45001220703125,142400
2022-07-14,315.75,320.8999938964844,309.80999755859375,320.17999267578125,320.17999267578125,110100
2022-07-15,320.17999267578125,324.54998779296875,316.05999755859375,321.92999267578125,321.92999267578125,163300
2022-07-18,327.0899963378906,339.32000732421875,323.0400085449219,327.42999267578125,327.42999267578125,203000
2022-07-19,333.92999267578125,340.3699951171875,326.760009765625,337.0400085449219,337.0400085449219,172200
2022-07-20,340.4200134277344,343.57000732421875,331.3699951171875,334.8800048828125,334.8800048828125,176200
2022-07-21,335.07000732421875,344.1199951171875,333.6000061035156,336.17999267578125,336.17999267578125,296300
2022-07-22,316.20001220703125,358.0,316.20001220703125,356.989990234375,356.989990234375,818200
2022-07-25,358.8500061035156,377.1600036621094,355.3800048828125,376.510009765625,376.510009765625,515200
2022-07-26,372.3800048828125,375.6000061035156,354.1700134277344,360.9700012207031,360.9700012207031,227100
2022-07-27,366.3599853515625,372.1199951171875,361.5799865722656,372.0400085449219,372.0400085449219,164000
2022-07-28,374.05999755859375,377.4700012207031,364.7699890136719,377.4200134277344,377.4200134277344,140400
2022-07-29,377.0,383.0799865722656,374.3299865722656,380.42999267578125,380.42999267578125,114600
2022-08-01,379.9200134277344,383.20001220703125,375.5400085449219,380.6099853515625,380.6099853515625,104400
2022-08-02,378.07000732421875,378.07000732421875,368.239990234375,372.44000244140625,372.44000244140625,113300
2022-08-03,375.0,382.95001220703125,372.3900146484375,378.3299865722656,378.3299865722656,141600
2022-08-04,381.5,382.5400085449219,374.9700012207031,379.1099853515625,379.1099853515625,139400
2022-08-05,374.95001220703125,378.6600036621094,370.1300048828125,375.8699951171875,375.8699951171875,106000
2022-08-08,379.989990234375,394.1700134277344,379.6400146484375,384.30999755859375,384.30999755859375,135100
2022-08-09,380.0,382.8999938964844,371.2200012207031,374.32000732421875,374.32000732421875,142200
2022-08-10,384.3699951171875,392.3399963378906,380.1400146484375,382.6700134277344,382.6700134277344,127900
2022-08-11,385.5799865722656,394.3399963378906,380.25,382.82000732421875,382.82000732421875,119600
2022-08-12,387.510009765625,387.510009765625,381.19000244140625,381.82000732421875,381.82000732421875,56600
2022-08-15,378.6700134277344,384.2300109863281,378.6700134277344,382.0,382.0,72000
2022-08-16,381.1300048828125,383.0400085449219,375.4800109863281,378.19000244140625,378.19000244140625,135000
2022-08-17,372.3599853515625,381.04998779296875,370.1000061035156,379.1600036621094,379.1600036621094,88700
2022-08-18,377.5199890136719,382.2099914550781,374.1300048828125,381.489990234375,381.489990234375,100200
2022-08-19,379.8399963378906,379.8399963378906,362.79998779296875,368.5799865722656,368.5799865722656,182700
2022-08-22,363.3599853515625,366.8299865722656,354.82000732421875,359.760009765625,359.760009765625,122400
2022-08-23,356.2699890136719,357.6700134277344,345.3800048828125,351.3399963378906,351.3399963378906,232500
2022-08-24,354.1099853515625,358.7200012207031,353.5,355.4700012207031,355.4700012207031,70900
2022-08-25,355.9599914550781,361.9200134277344,353.0,358.92999267578125,358.92999267578125,62600
2022-08-26,358.8500061035156,360.2099914550781,347.20001220703125,347.8500061035156,347.8500061035156,81300
2022-08-29,344.42999267578125,352.9100036621094,343.0,348.07000732421875,348.07000732421875,74900
2022-08-30,350.4100036621094,350.4100036621094,341.0,341.20001220703125,341.20001220703125,88300
2022-08-31,343.1199951171875,343.1199951171875,335.1300048828125,337.0799865722656,337.0799865722656,82000
2022-09-01,332.9800109863281,338.5199890136719,327.3999938964844,337.2900085449219,337.2900085449219,112200
2022-09-02,339.4800109863281,346.3699951171875,329.70001220703125,330.79998779296875,330.79998779296875,97200
2022-09-06,331.1300048828125,339.4599914550781,328.57000732421875,331.3399963378906,331.3399963378906,83100
2022-09-07,330.8900146484375,347.739990234375,330.8900146484375,346.6099853515625,346.6099853515625,99900
2022-09-08,342.0400085449219,348.989990234375,340.4200134277344,341.82000732421875,341.82000732421875,95100
2022-09-09,345.989990234375,349.4700012207031,341.1600036621094,342.44000244140625,342.44000244140625,171300
2022-09-12,343.739990234375,348.6400146484375,340.7799987792969,346.5199890136719,346.5199890136719,128600
2022-09-13,337.739990234375,338.29998779296875,325.07000732421875,329.79998779296875,329.79998779296875,182700
2022-09-14,328.82000732421875,331.8999938964844,324.5899963378906,329.4800109863281,329.4800109863281,122900
2022-09-15,328.3399963378906,337.1400146484375,326.3900146484375,329.1099853515625,329.1099853515625,88900
2022-09-16,327.9800109863281,330.45001220703125,326.3800048828125,326.94000244140625,326.94000244140625,129600
2022-09-19,322.7799987792969,329.1000061035156,322.7799987792969,328.3699951171875,328.3699951171875,85200
2022-09-20,325.010009765625,334.5199890136719,323.25,332.489990234375,332.489990234375,98700
2022-09-21,333.7699890136719,335.94000244140625,321.6199951171875,326.6300048828125,326.6300048828125,130800
2022-09-22,324.8500061035156,325.3299865722656,311.7699890136719,318.4800109863281,318.4800109863281,154600
2022-09-23,315.4599914550781,317.94000244140625,308.7900085449219,317.6400146484375,317.6400146484375,111600
2022-09-26,318.760009765625,326.2900085449219,318.3699951171875,320.2099914550781,320.2099914550781,107500
2022-09-27,321.6099853515625,330.0,319.4800109863281,324.6700134277344,324.6700134277344,118700
2022-09-28,324.6000061035156,335.1499938964844,324.6000061035156,334.19000244140625,334.19000244140625,79400
2022-09-29,328.9200134277344,333.0,322.5,332.17999267578125,332.17999267578125,126100
2022-09-30,331.05999755859375,336.2699890136719,323.3800048828125,323.6499938964844,323.6499938964844,123600
2022-10-03,322.8299865722656,331.6600036621094,322.8299865722656,328.94000244140625,328.94000244140625,72000
2022-10-04,334.6099853515625,341.989990234375,334.6099853515625,338.8599853515625,338.8599853515625,89700
2022-10-05,336.9100036621094,342.8999938964844,329.67999267578125,337.2200012207031,337.2200012207031,141500
2022-10-06,334.010009765625,349.2200012207031,334.010009765625,346.92999267578125,346.92999267578125,160600
2022-10-07,344.67999267578125,346.1000061035156,339.1700134277344,342.45001220703125,342.45001220703125,162700
2022-10-10,342.2900085449219,351.3699951171875,339.7099914550781,348.25,348.25,121500
2022-10-11,345.20001220703125,364.0799865722656,344.1000061035156,356.9100036621094,356.9100036621094,184500
2022-10-12,359.989990234375,369.0400085449219,357.0,368.3699951171875,368.3699951171875,177300
2022-10-13,354.20001220703125,371.3800048828125,345.0,371.0199890136719,371.0199890136719,225300
2022-10-14,373.239990234375,373.8800048828125,340.6199951171875,350.67999267578125,350.67999267578125,256100
2022-10-17,354.9800109863281,364.8900146484375,348.7699890136719,354.7799987792969,354.7799987792969,143300
2022-10-18,360.989990234375,367.79998779296875,350.04998779296875,354.30999755859375,354.30999755859375,191000
2022-10-19,345.1099853515625,346.9100036621094,324.5799865722656,335.2799987792969,335.2799987792969,226600
2022-10-20,335.94000244140625,343.7099914550781,331.1499938964844,336.1600036621094,336.1600036621094,241700
2022-10-21,353.5,405.0,352.0,402.2799987792969,402.2799987792969,768300
2022-10-24,405.25,422.75,400.94000244140625,404.25,404.25,271000
2022-10-25,408.3900146484375,416.7200012207031,406.2799987792969,415.2099914550781,415.2099914550781,191100
2022-10-26,414.2699890136719,417.7200012207031,395.04998779296875,396.25,396.25,263300
2022-10-27,394.55999755859375,397.25,377.6199951171875,379.05999755859375,379.05999755859375,190600
2022-10-28,379.2099914550781,387.2699890136719,372.1400146484375,383.75,383.75,184100
2022-10-31,381.9700012207031,384.2099914550781,373.010009765625,373.2900085449219,373.2900085449219,179000
2022-11-01,377.5199890136719,377.5199890136719,363.6000061035156,370.2699890136719,370.2699890136719,157700
2022-11-02,369.6600036621094,381.07000732421875,368.2699890136719,368.8800048828125,368.8800048828125,173500
2022-11-03,362.739990234375,373.92999267578125,361.739990234375,371.6700134277344,371.6700134277344,145100
2022-11-04,379.6099853515625,383.82000732421875,368.82000732421875,375.510009765625,375.510009765625,135700
2022-11-07,368.010009765625,373.2099914550781,361.0,367.0,367.0,189700
2022-11-08,366.5299987792969,369.0299987792969,352.0199890136719,353.6400146484375,353.6400146484375,296500
2022-11-09,350.9800109863281,357.9599914550781,343.989990234375,347.0400085449219,347.0400085449219,138400
2022-11-10,359.989990234375,371.42999267578125,357.510009765625,369.82000732421875,369.82000732421875,183900
2022-11-11,371.6099853515625,420.8399963378906,371.6099853515625,412.1499938964844,412.1499938964844,357300
2022-11-14,408.010009765625,408.2900085449219,378.29998779296875,378.6700134277344,378.6700134277344,242400
2022-11-15,384.1400146484375,391.8800048828125,382.010009765625,387.2699890136719,387.2699890136719,104000
2022-11-16,384.67999267578125,385.4200134277344,375.75,377.69000244140625,377.69000244140625,95100
2022-11-17,371.760009765625,380.55999755859375,366.8800048828125,377.0400085449219,377.0400085449219,106100
2022-11-18,385.1700134277344,385.1700134277344,367.1099853515625,376.6499938964844,376.6499938964844,103100
2022-11-21,376.6499938964844,379.2200012207031,371.6400146484375,374.05999755859375,374.05999755859375,74100
2022-11-22,376.67999267578125,377.1300048828125,364.54998779296875,372.3399963378906,372.3399963378906,104000
2022-11-23,370.510009765625,376.0,367.1600036621094,373.760009765625,373.760009765625,71500
2022-11-25,374.0,377.1300048828125,368.70001220703125,377.07000732421875,377.07000732421875,73500
2022-11-28,377.07000732421875,382.5299987792969,375.0,375.5,375.5,85600
2022-11-29,376.0,376.0,365.95001220703125,373.3800048828125,373.3800048828125,73700
2022-11-30,375.7099914550781,385.6099853515625,368.6099853515625,384.3699951171875,384.3699951171875,96700
2022-12-01,386.42999267578125,391.5,381.7799987792969,384.4800109863281,384.4800109863281,74700
2022-12-02,384.80999755859375,392.04998779296875,381.30999755859375,388.7200012207031,388.7200012207031,62700
2022-12-05,385.989990234375,385.989990234375,377.8900146484375,379.70001220703125,379.70001220703125,67800
2022-12-06,369.67999267578125,369.80999755859375,352.0899963378906,359.9200134277344,359.9200134277344,165800
2022-12-07,357.9200134277344,367.760009765625,357.9200134277344,359.0199890136719,359.0199890136719,87200
2022-12-08,358.8999938964844,364.260009765625,352.67999267578125,359.32000732421875,359.32000732421875,88100
2022-12-09,355.6099853515625,362.6400146484375,352.6099853515625,360.6099853515625,360.6099853515625,92500
2022-12-12,360.6099853515625,362.5400085449219,354.2099914550781,358.94000244140625,358.94000244140625,76300
2022-12-13,369.0400085449219,372.3500061035156,361.79998779296875,363.489990234375,363.489990234375,106700
2022-12-14,360.6700134277344,364.55999755859375,356.1000061035156,357.25,357.25,78800
2022-12-15,352.5,352.82000732421875,344.239990234375,345.3399963378906,345.3399963378906,99400
2022-12-16,344.0799865722656,347.6499938964844,338.29998779296875,344.0799865722656,344.0799865722656,132300
2022-12-19,344.9200134277344,345.17999267578125,338.7900085449219,339.45001220703125,339.45001220703125,70700
2022-12-20,337.2699890136719,344.04998779296875,333.3299865722656,333.6400146484375,333.6400146484375,79400
2022-12-21,335.9100036621094,339.3299865722656,335.0,336.4200134277344,336.4200134277344,112200
2022-12-22,334.3999938964844,335.3900146484375,331.3500061035156,334.3399963378906,334.3399963378906,71500
2022-12-23,333.55999755859375,336.30999755859375,330.07000732421875,336.0199890136719,336.0199890136719,76100
2022-12-27,335.8900146484375,337.95001220703125,332.8299865722656,333.3999938964844,333.3999938964844,78300
2022-12-28,332.2200012207031,333.6499938964844,325.55999755859375,328.260009765625,328.260009765625,85500
2022-12-29,329.7099914550781,335.0,327.989990234375,334.9100036621094,334.9100036621094,91500
2022-12-30,329.3999938964844,333.8900146484375,323.5199890136719,329.5199890136719,329.5199890136719,132200
2023-01-03,330.0,333.1099853515625,321.9200134277344,322.6300048828125,322.6300048828125,134200
2023-01-04,312.1700134277344,332.5799865722656,310.1000061035156,327.7200012207031,327.7200012207031,140900
2023-01-05,320.92999267578125,325.260009765625,320.0,324.5199890136719,324.5199890136719,110000
2023-01-06,327.0799865722656,337.1199951171875,325.0199890136719,328.70001220703125,328.70001220703125,126800
2023-01-09,328.9700012207031,332.3399963378906,321.2799987792969,322.6199951171875,322.6199951171875,127400
2023-01-10,323.9100036621094,332.6000061035156,320.94000244140625,332.20001220703125,332.20001220703125,100600
2023-01-11,334.17999267578125,348.5,332.1700134277344,344.5799865722656,344.5799865722656,164900
2023-01-12,345.2300109863281,358.8900146484375,342.7099914550781,349.95001220703125,349.95001220703125,140000
2023-01-13,347.8500061035156,361.5799865722656,346.20001220703125,357.6600036621094,357.6600036621094,136100
2023-01-17,355.1499938964844,371.32000732421875,353.9599914550781,359.3500061035156,359.3500061035156,171700
2023-01-18,360.3699951171875,364.80999755859375,346.80999755859375,348.1400146484375,348.1400146484375,175800
2023-01-19,347.9700012207031,351.4200134277344,341.3599853515625,348.57000732421875,348.57000732421875,103900
2023-01-20,348.0199890136719,358.239990234375,345.6300048828125,354.8299865722656,354.8299865722656,117100
2023-01-23,352.70001220703125,373.54998779296875,352.70001220703125,364.760009765625,364.760009765625,113300
2023-01-24,366.42999267578125,379.0,363.7300109863281,378.80999755859375,378.80999755859375,101000
2023-01-25,373.5899963378906,382.8800048828125,370.2200012207031,381.8999938964844,381.8999938964844,97800
2023-01-26,385.8599853515625,390.9200134277344,375.2200012207031,389.9200134277344,389.9200134277344,137200
2023-01-27,386.510009765625,393.80999755859375,384.57000732421875,392.2900085449219,392.2900085449219,98800
2023-01-30,388.79998779296875,394.0899963378906,377.0199890136719,377.4700012207031,377.4700012207031,121200
2023-01-31,377.4700012207031,388.7900085449219,374.2099914550781,388.6099853515625,388.6099853515625,107900
2023-02-01,391.2300109863281,406.2699890136719,390.3800048828125,401.7300109863281,401.7300109863281,159100
2023-02-02,404.8299865722656,420.5,400.2099914550781,417.0,417.0,235700
2023-02-03,410.1099853515625,414.2200012207031,400.510009765625,402.989990234375,402.989990234375,146500
2023-02-06,399.260009765625,402.2300109863281,393.69000244140625,395.07000732421875,395.07000732421875,144800
2023-02-07,391.5400085449219,391.5400085449219,376.04998779296875,377.1199951171875,377.1199951171875,202000
2023-02-08,375.0899963378906,378.4700012207031,368.07000732421875,369.94000244140625,369.94000244140625,144700
2023-02-09,372.1099853515625,373.05999755859375,359.010009765625,364.6700134277344,364.6700134277344,172700
2023-02-10,363.94000244140625,363.94000244140625,355.4599914550781,359.9800109863281,359.9800109863281,126400
2023-02-13,361.8500061035156,376.1600036621094,358.1199951171875,375.0,375.0,250000
2023-02-14,373.2699890136719,388.9700012207031,371.0,385.6499938964844,385.6499938964844,235900
2023-02-15,387.489990234375,396.20001220703125,384.1700134277344,392.9100036621094,392.9100036621094,260700
2023-02-16,340.07000732421875,348.79998779296875,330.3299865722656,335.010009765625,335.010009765625,791500
2023-02-17,330.95001220703125,340.1300048828125,324.17999267578125,329.0400085449219,329.0400085449219,373000
2023-02-21,331.80999755859375,334.7099914550781,322.5400085449219,324.7799987792969,324.7799987792969,262600
2023-02-22,324.79998779296875,335.30999755859375,324.79998779296875,334.0899963378906,334.0899963378906,181200
2023-02-23,334.20001220703125,338.0,329.6499938964844,336.0299987792969,336.0299987792969,155200
2023-02-24,330.4599914550781,334.5,325.45001220703125,332.0299987792969,332.0299987792969,114700
2023-02-27,333.7799987792969,334.4599914550781,324.8399963378906,328.20001220703125,328.20001220703125,95700
2023-02-28,328.4100036621094,332.6199951171875,323.32000732421875,323.79998779296875,323.79998779296875,93800
2023-03-01,321.3299865722656,322.8800048828125,317.0899963378906,318.5899963378906,318.5899963378906,151200
2023-03-02,316.1099853515625,319.8500061035156,313.8699951171875,317.2300109863281,317.2300109863281,74300
2023-03-03,317.5799865722656,322.0,315.3599853515625,319.1400146484375,319.1400146484375,100400
2023-03-06,317.44000244140625,320.489990234375,316.79998779296875,319.0199890136719,319.0199890136719,95400
2023-03-07,316.5799865722656,321.1000061035156,316.0,318.760009765625,318.760009765625,96400
2023-03-08,317.1199951171875,328.989990234375,316.32000732421875,328.1400146484375,328.1400146484375,183700
2023-03-09,328.75,333.6199951171875,322.95001220703125,323.1000061035156,323.1000061035156,206600
2023-03-10,322.19000244140625,322.5799865722656,305.1199951171875,311.9700012207031,311.9700012207031,168300
2023-03-13,309.0299987792969,311.1600036621094,303.17999267578125,306.1300048828125,306.1300048828125,156300
2023-03-14,312.05999755859375,312.1099853515625,304.0299987792969,309.739990234375,309.739990234375,137700
2023-03-15,306.0299987792969,319.0299987792969,306.0199890136719,315.4800109863281,315.4800109863281,132000
2023-03-16,312.989990234375,316.510009765625,310.7699890136719,315.1600036621094,315.1600036621094,91100
2023-03-17,314.3299865722656,314.3299865722656,307.7900085449219,310.2099914550781,310.2099914550781,168500
2023-03-20,309.6000061035156,318.7699890136719,309.4599914550781,313.95001220703125,313.95001220703125,108000
2023-03-21,316.05999755859375,320.9800109863281,314.5,319.5199890136719,319.5199890136719,111200
2023-03-22,321.0,329.3399963378906,317.989990234375,318.1300048828125,318.1300048828125,145100
2023-03-23,319.5,326.0299987792969,319.5,320.94000244140625,320.94000244140625,117300
2023-03-24,321.2799987792969,328.4100036621094,319.0,325.3900146484375,325.3900146484375,105000
2023-03-27,326.92999267578125,328.4100036621094,323.6499938964844,327.510009765625,327.510009765625,118800
2023-03-28,327.2099914550781,327.79998779296875,324.05999755859375,324.07000732421875,324.07000732421875,86300
2023-03-29,326.1499938964844,328.8900146484375,324.8999938964844,326.19000244140625,326.19000244140625,93000
2023-03-30,327.0,329.1199951171875,324.4700012207031,327.0799865722656,327.0799865722656,120300
2023-03-31,329.6199951171875,331.6000061035156,326.32000732421875,328.70001220703125,328.70001220703125,92500
2023-04-03,327.1300048828125,331.7099914550781,325.82000732421875,328.2099914550781,328.2099914550781,111900
2023-04-04,329.7900085449219,330.05999755859375,321.0199890136719,321.79998779296875,321.79998779296875,110100
2023-04-05,321.3500061035156,321.5400085449219,318.07000732421875,320.19000244140625,320.19000244140625,105900
2023-04-06,319.9100036621094,323.239990234375,316.3800048828125,319.2699890136719,319.2699890136719,94800
2023-04-10,318.3900146484375,325.7300109863281,317.6499938964844,324.3999938964844,324.3999938964844,109200
2023-04-11,325.260009765625,326.4700012207031,322.9700012207031,325.19000244140625,325.19000244140625,129400
2023-04-12,326.6099853515625,326.6099853515625,315.17999267578125,317.6400146484375,317.6400146484375,164200
2023-04-13,319.42999267578125,321.9700012207031,314.2900085449219,319.739990234375,319.739990234375,167000
2023-04-14,319.1099853515625,325.04998779296875,319.1099853515625,323.1300048828125,323.1300048828125,85100
2023-04-17,323.0299987792969,325.3999938964844,319.739990234375,325.2300109863281,325.2300109863281,76600
2023-04-18,325.7099914550781,325.7099914550781,316.489990234375,320.1400146484375,320.1400146484375,82800
2023-04-19,319.4100036621094,321.8699951171875,319.05999755859375,321.5299987792969,321.5299987792969,85800
2023-04-20,319.739990234375,321.6300048828125,318.6499938964844,320.1000061035156,320.1000061035156,64300
2023-04-21,321.760009765625,322.8500061035156,319.3699951171875,322.1600036621094,322.1600036621094,91800
2023-04-24,321.1400146484375,326.04998779296875,319.2699890136719,320.4200134277344,320.4200134277344,110500
2023-04-25,319.0,320.2900085449219,314.5199890136719,315.2900085449219,315.2900085449219,97900
2023-04-26,315.07000732421875,315.1600036621094,309.9800109863281,311.8900146484375,311.8900146484375,150000
2023-04-27,315.25,324.7099914550781,314.80999755859375,316.1600036621094,316.1600036621094,198400
2023-04-28,310.3699951171875,328.5,308.7300109863281,317.510009765625,317.510009765625,294700
2023-05-01,317.1700134277344,323.7699890136719,315.1499938964844,316.44000244140625,316.44000244140625,131200
2023-05-02,314.6400146484375,315.7699890136719,309.57000732421875,311.30999755859375,311.30999755859375,109600
2023-05-03,312.19000244140625,313.30999755859375,304.489990234375,304.5899963378906,304.5899963378906,140300
2023-05-04,305.4700012207031,305.4700012207031,300.67999267578125,304.3399963378906,304.3399963378906,137400
2023-05-05,306.42999267578125,310.82000732421875,304.9599914550781,310.30999755859375,310.30999755859375,95800
2023-05-08,308.3999938964844,312.1000061035156,305.8800048828125,312.0899963378906,312.0899963378906,113200
2023-05-09,309.05999755859375,312.32000732421875,303.1700134277344,303.989990234375,303.989990234375,97200
2023-05-10,306.0,311.45001220703125,304.6300048828125,307.2200012207031,307.2200012207031,98800
2023-05-11,307.0,307.82000732421875,303.3299865722656,306.67999267578125,306.67999267578125,75500
2023-05-12,306.3299865722656,309.25,306.0400085449219,308.1400146484375,308.1400146484375,78800
2023-05-15,308.17999267578125,313.3699951171875,306.69000244140625,313.2699890136719,313.2699890136719,82400
2023-05-16,312.32000732421875,325.19000244140625,310.760009765625,319.1600036621094,319.1600036621094,164500
2023-05-17,319.3800048828125,322.9100036621094,315.4599914550781,322.4100036621094,322.4100036621094,126600
2023-05-18,322.2099914550781,328.17999267578125,321.5,326.20001220703125,326.20001220703125,88800
2023-05-19,327.7200012207031,328.989990234375,322.79998779296875,325.57000732421875,325.57000732421875,105800
2023-05-22,326.3800048828125,335.9800109863281,326.3800048828125,330.75,330.75,162200
2023-05-23,331.32000732421875,334.6400146484375,329.95001220703125,330.67999267578125,330.67999267578125,65900
2023-05-24,329.6199951171875,329.6499938964844,323.0199890136719,327.29998779296875,327.29998779296875,83300
2023-05-25,327.0400085449219,327.0400085449219,316.8900146484375,317.2200012207031,317.2200012207031,86600
2023-05-26,316.79998779296875,320.0400085449219,316.57000732421875,317.8500061035156,317.8500061035156,76900
2023-05-30,329.95001220703125,343.45001220703125,327.04998779296875,334.92999267578125,334.92999267578125,299400
2023-05-31,336.6700134277344,342.3299865722656,333.7900085449219,337.5,337.5,152700
2023-06-01,338.0,338.0,331.3399963378906,334.5,334.5,105200
2023-06-02,335.3599853515625,342.82000732421875,335.3599853515625,342.6600036621094,342.6600036621094,104000
2023-06-05,341.3500061035156,342.69000244140625,338.55999755859375,340.1099853515625,340.1099853515625,151300
2023-06-06,340.20001220703125,344.0299987792969,334.70001220703125,334.7300109863281,334.7300109863281,91100
